Tarih,Bölge,Ülke,Şehir,Ürün Kategorisi,Ürün Adı,Satış Miktarı,Satış Geliri ($),Kâr Marjı (%),Müşteri Segmenti
2023-06-08,Asya,Hindistan,Mumbai,Elektronik,Kulaklık,2,484,11.75,Bireysel
2023-10-24,Asya,Çin,Pekin,Giyim,Pantolon,16,3632,27.42,Kurumsal
2023-01-02,Güney Amerika,Arjantin,Buenos Aires,Giyim,Pantolon,7,1974,18.4,Kurumsal
2023-10-24,Afrika,Nijerya,Lagos,Giyim,Pantolon,2,646,20.25,Bireysel
2023-06-28,Avrupa,İngiltere,Londra,Mobilya,Kitaplık,11,1672,24.06,Kurumsal
2023-07-20,Avrupa,İngiltere,Londra,Elektronik,Laptop,12,4524,12.14,Kurumsal
2023-06-11,Asya,Hindistan,Mumbai,Elektronik,Telefon,16,5584,28.08,Kurumsal
2023-08-17,Avrupa,Fransa,Paris,Giyim,Ceket,20,6900,28.69,Kurumsal
2023-06-15,Güney Amerika,Şili,Santiago,Mobilya,Masa,9,2493,8.71,Kurumsal
2023-09-07,Kuzey Amerika,Meksika,Mexico City,Giyim,Tişört,1,64,26.14,Bireysel
2023-04-20,Kuzey Amerika,ABD,New York,Elektronik,Laptop,4,152,16.15,KOBİ
2023-10-30,Asya,Japonya,Tokyo,Giyim,Ayakkabı,10,2960,17.88,Kurumsal
2023-04-06,Asya,Hindistan,Mumbai,Giyim,Pantolon,1,174,6.2,KOBİ
2023-05-20,Afrika,Nijerya,Lagos,Mobilya,Dolap,20,4860,29.1,Bireysel
2023-07-04,Afrika,Güney Afrika,Cape Town,Elektronik,Laptop,10,2490,8.5,Kurumsal
2023-12-24,Afrika,Mısır,Kahire,Giyim,Ayakkabı,6,2484,7.14,Bireysel
2023-04-30,Güney Amerika,Şili,Santiago,Elektronik,Laptop,10,1920,6.74,Kurumsal
2023-03-23,Güney Amerika,Brezilya,Sao Paulo,Mobilya,Sandalye,6,768,29.39,KOBİ
2023-07-11,Kuzey Amerika,Kanada,Toronto,Mobilya,Kitaplık,7,1491,12.13,Kurumsal
2023-09-29,Asya,Japonya,Tokyo,Elektronik,Laptop,18,6408,18.68,KOBİ
2023-05-18,Güney Amerika,Şili,Santiago,Giyim,Tişört,9,1341,27.71,Bireysel
2023-07-31,Kuzey Amerika,ABD,New York,Giyim,Tişört,5,1065,27.18,Bireysel
2023-06-18,Kuzey Amerika,Meksika,Mexico City,Giyim,Ayakkabı,7,1435,18.18,KOBİ
2023-07-04,Asya,Japonya,Tokyo,Giyim,Ceket,16,7520,9.02,KOBİ
2023-12-17,Asya,Japonya,Tokyo,Mobilya,Masa,12,1068,15.35,Kurumsal
2023-02-21,Asya,Hindistan,Mumbai,Elektronik,Telefon,11,2893,26.04,Bireysel
2023-06-28,Avrupa,İngiltere,Londra,Giyim,Ayakkabı,18,2628,18.86,Kurumsal
2023-12-23,Asya,Hindistan,Mumbai,Mobilya,Sandalye,8,3952,19.06,Kurumsal
2023-01-03,Asya,Japonya,Tokyo,Elektronik,Laptop,4,104,9.73,Kurumsal
2023-07-24,Asya,Hindistan,Mumbai,Giyim,Tişört,13,3185,27.99,KOBİ
2023-07-25,Kuzey Amerika,Kanada,Toronto,Mobilya,Masa,18,1782,16.94,KOBİ
2023-04-15,Afrika,Güney Afrika,Cape Town,Mobilya,Sandalye,3,1173,21.98,Kurumsal
2023-02-04,Afrika,Nijerya,Lagos,Elektronik,Telefon,11,110,23.57,Bireysel
2023-05-14,Asya,Japonya,Tokyo,Elektronik,Tablet,3,57,7.51,Kurumsal
2023-01-10,Kuzey Amerika,Kanada,Toronto,Elektronik,Tablet,6,2754,17.04,KOBİ
2023-02-06,Avrupa,İngiltere,Londra,Elektronik,Tablet,4,428,19.72,Kurumsal
2023-08-18,Güney Amerika,Brezilya,Sao Paulo,Elektronik,Kulaklık,20,5720,13.86,Kurumsal
2023-10-31,Asya,Çin,Pekin,Giyim,Pantolon,20,4820,15.86,KOBİ
2023-01-28,Kuzey Amerika,ABD,New York,Elektronik,Tablet,6,2832,7.03,Bireysel
2023-04-26,Asya,Hindistan,Mumbai,Elektronik,Tablet,16,2688,11.5,Kurumsal
2023-08-01,Kuzey Amerika,Meksika,Mexico City,Mobilya,Kitaplık,9,450,5.16,KOBİ
2023-10-24,Kuzey Amerika,ABD,New York,Giyim,Pantolon,11,341,19.29,KOBİ
2023-11-06,Kuzey Amerika,Meksika,Mexico City,Mobilya,Dolap,4,1972,26.03,Bireysel
2023-08-31,Asya,Hindistan,Mumbai,Elektronik,Telefon,19,9234,12.3,KOBİ
2023-07-20,Avrupa,İngiltere,Londra,Mobilya,Masa,15,6030,13.43,KOBİ
2023-04-08,Afrika,Güney Afrika,Cape Town,Giyim,Ayakkabı,18,7128,17.38,Kurumsal
2023-12-13,Afrika,Mısır,Kahire,Elektronik,Laptop,6,2478,10.75,Bireysel
2023-05-08,Asya,Çin,Pekin,Giyim,Pantolon,14,2660,7.26,Bireysel
2023-04-13,Kuzey Amerika,ABD,New York,Elektronik,Telefon,20,4000,16.62,Kurumsal
2023-03-18,Kuzey Amerika,Kanada,Toronto,Elektronik,Kulaklık,12,420,16.42,KOBİ
2023-10-19,Afrika,Nijerya,Lagos,Elektronik,Telefon,16,4736,5.18,KOBİ
2023-05-29,Avrupa,Almanya,Berlin,Giyim,Ayakkabı,10,2300,24.05,Bireysel
2023-11-27,Kuzey Amerika,ABD,New York,Mobilya,Kitaplık,20,4600,17.36,KOBİ
2023-07-11,Kuzey Amerika,ABD,New York,Mobilya,Masa,1,98,29.18,KOBİ
2023-02-02,Afrika,Güney Afrika,Cape Town,Mobilya,Sandalye,18,5148,24.48,Bireysel
2023-12-16,Avrupa,İngiltere,Londra,Elektronik,Tablet,3,1275,10.66,KOBİ
2023-03-04,Güney Amerika,Arjantin,Buenos Aires,Elektronik,Tablet,8,2032,5.55,Bireysel
2023-06-04,Afrika,Nijerya,Lagos,Mobilya,Kitaplık,13,5265,28.32,Kurumsal
2023-03-15,Asya,Çin,Pekin,Mobilya,Kitaplık,9,2889,15.83,KOBİ
2023-10-27,Güney Amerika,Şili,Santiago,Giyim,Ceket,2,670,21.15,Bireysel
2023-09-11,Güney Amerika,Brezilya,Sao Paulo,Giyim,Ceket,9,3285,23.07,KOBİ
2023-11-05,Afrika,Güney Afrika,Cape Town,Elektronik,Laptop,10,1230,25.03,KOBİ
2023-01-30,Kuzey Amerika,Kanada,Toronto,Elektronik,Kulaklık,2,352,11.61,Bireysel
2023-03-24,Kuzey Amerika,Kanada,Toronto,Elektronik,Laptop,12,3360,28.51,KOBİ
2023-05-28,Kuzey Amerika,Meksika,Mexico City,Mobilya,Kitaplık,9,360,18.58,KOBİ
2023-09-09,Kuzey Amerika,ABD,New York,Giyim,Tişört,19,1919,19.61,KOBİ
2023-02-14,Asya,Çin,Pekin,Elektronik,Telefon,10,3610,25.55,Kurumsal
2023-03-06,Afrika,Nijerya,Lagos,Mobilya,Kitaplık,20,9320,13.71,Bireysel
2023-08-08,Avrupa,Fransa,Paris,Mobilya,Sandalye,5,435,24.71,KOBİ
2023-03-04,Avrupa,İngiltere,Londra,Elektronik,Kulaklık,13,2067,13.22,Bireysel
2023-05-29,Afrika,Nijerya,Lagos,Mobilya,Dolap,18,2844,29.27,Bireysel
2023-08-05,Afrika,Nijerya,Lagos,Mobilya,Kitaplık,18,6552,15.22,Bireysel
2023-07-22,Kuzey Amerika,Meksika,Mexico City,Mobilya,Masa,14,4858,20.5,KOBİ
2023-01-07,Güney Amerika,Brezilya,Sao Paulo,Mobilya,Kitaplık,8,1328,20.93,Kurumsal
2023-08-31,Afrika,Güney Afrika,Cape Town,Giyim,Pantolon,14,6692,8.35,KOBİ
2023-05-28,Güney Amerika,Şili,Santiago,Mobilya,Masa,15,2160,21.95,Kurumsal
2023-05-28,Avrupa,Almanya,Berlin,Mobilya,Masa,12,4368,14.47,KOBİ
2023-05-26,Güney Amerika,Arjantin,Buenos Aires,Giyim,Tişört,12,5628,10.02,KOBİ
2023-08-16,Kuzey Amerika,ABD,New York,Elektronik,Telefon,11,1001,16.66,KOBİ
2023-06-29,Avrupa,İngiltere,Londra,Mobilya,Dolap,11,2156,9.53,Kurumsal
2023-05-01,Avrupa,Fransa,Paris,Mobilya,Dolap,17,7803,9.43,Bireysel
2023-09-24,Güney Amerika,Arjantin,Buenos Aires,Mobilya,Masa,20,8280,6.16,Kurumsal
2023-07-15,Avrupa,Fransa,Paris,Mobilya,Dolap,2,30,25.51,Kurumsal
2023-07-16,Asya,Japonya,Tokyo,Giyim,Ayakkabı,19,4047,27.33,Kurumsal
2023-04-20,Güney Amerika,Brezilya,Sao Paulo,Mobilya,Masa,10,1810,5.28,KOBİ
2023-02-19,Afrika,Nijerya,Lagos,Giyim,Pantolon,6,1776,10.81,Kurumsal
2023-12-16,Afrika,Güney Afrika,Cape Town,Elektronik,Laptop,9,3123,18.34,Bireysel
2023-01-26,Kuzey Amerika,Meksika,Mexico City,Giyim,Ceket,10,1510,5.73,KOBİ
2023-09-20,Kuzey Amerika,Meksika,Mexico City,Mobilya,Masa,3,1434,16.48,Bireysel
2023-01-07,Güney Amerika,Arjantin,Buenos Aires,Elektronik,Tablet,10,4150,10.54,Kurumsal
2023-05-25,Güney Amerika,Şili,Santiago,Giyim,Ceket,5,1460,24.37,KOBİ
2023-01-07,Asya,Hindistan,Mumbai,Mobilya,Dolap,13,4381,7.56,Kurumsal
2023-12-11,Asya,Japonya,Tokyo,Mobilya,Dolap,5,1485,6.3,KOBİ
2023-01-01,Asya,Japonya,Tokyo,Giyim,Ayakkabı,4,1568,7.72,Bireysel
2023-06-10,Kuzey Amerika,ABD,New York,Mobilya,Masa,14,6342,6.89,Kurumsal
2023-08-03,Asya,Çin,Pekin,Giyim,Ceket,4,72,14.3,Kurumsal
2023-01-21,Asya,Japonya,Tokyo,Mobilya,Masa,17,3825,20.31,Bireysel
2023-05-29,Güney Amerika,Şili,Santiago,Elektronik,Kulaklık,14,3542,22.77,Kurumsal
2023-01-23,Afrika,Nijerya,Lagos,Mobilya,Masa,12,1596,7.11,KOBİ
2023-08-03,Güney Amerika,Arjantin,Buenos Aires,Elektronik,Laptop,9,2124,23.84,Kurumsal
2023-11-18,Avrupa,İngiltere,Londra,Mobilya,Dolap,5,695,14.08,Bireysel
2023-04-19,Kuzey Amerika,Meksika,Mexico City,Elektronik,Tablet,20,6680,18.98,KOBİ
2023-01-11,Güney Amerika,Brezilya,Sao Paulo,Elektronik,Telefon,18,7848,28.47,Bireysel
2023-07-01,Güney Amerika,Brezilya,Sao Paulo,Mobilya,Masa,12,3600,5.11,Bireysel
2023-07-14,Kuzey Amerika,ABD,New York,Mobilya,Masa,3,1230,13.41,Kurumsal
2023-10-19,Asya,Japonya,Tokyo,Mobilya,Dolap,6,1056,9.43,Bireysel
2023-09-11,Avrupa,Fransa,Paris,Elektronik,Kulaklık,13,3640,28.58,Kurumsal
2023-02-18,Güney Amerika,Arjantin,Buenos Aires,Giyim,Ayakkabı,12,1680,22.68,Kurumsal
2023-09-28,Kuzey Amerika,ABD,New York,Elektronik,Tablet,18,1440,5.19,Kurumsal
2023-12-30,Güney Amerika,Şili,Santiago,Elektronik,Kulaklık,6,2010,20.35,KOBİ
2023-12-14,Avrupa,İngiltere,Londra,Mobilya,Sandalye,13,4251,21.47,Bireysel
2023-02-08,Güney Amerika,Şili,Santiago,Giyim,Ayakkabı,11,4565,17.65,Kurumsal
2023-01-26,Güney Amerika,Arjantin,Buenos Aires,Mobilya,Dolap,8,808,6.59,KOBİ
2023-05-08,Afrika,Güney Afrika,Cape Town,Elektronik,Telefon,19,7353,20.9,KOBİ
2023-11-04,Güney Amerika,Brezilya,Sao Paulo,Giyim,Ayakkabı,10,530,20.28,Kurumsal
2023-10-04,Avrupa,Fransa,Paris,Elektronik,Tablet,2,486,11.38,KOBİ
2023-04-22,Güney Amerika,Şili,Santiago,Giyim,Pantolon,19,8056,13.67,Kurumsal
2023-11-06,Güney Amerika,Arjantin,Buenos Aires,Mobilya,Sandalye,15,3450,27.92,Bireysel
2023-10-31,Afrika,Mısır,Kahire,Elektronik,Kulaklık,6,1656,20.82,Kurumsal
2023-09-03,Asya,Çin,Pekin,Giyim,Tişört,7,1918,25.17,Bireysel
2023-03-13,Güney Amerika,Şili,Santiago,Elektronik,Kulaklık,14,210,14.01,KOBİ
2023-08-03,Kuzey Amerika,ABD,New York,Mobilya,Masa,9,2889,17.13,Bireysel
2023-05-13,Afrika,Nijerya,Lagos,Giyim,Ayakkabı,2,756,28.75,KOBİ
2023-07-19,Asya,Hindistan,Mumbai,Giyim,Pantolon,13,2119,10.61,Bireysel
2023-11-05,Asya,Hindistan,Mumbai,Elektronik,Telefon,8,1160,14.16,Bireysel
2023-01-22,Güney Amerika,Arjantin,Buenos Aires,Elektronik,Kulaklık,18,288,20.53,Kurumsal
2023-07-05,Asya,Japonya,Tokyo,Elektronik,Tablet,18,4626,16.86,Bireysel
2023-04-11,Güney Amerika,Arjantin,Buenos Aires,Mobilya,Dolap,18,252,24.27,Kurumsal
2023-07-16,Afrika,Mısır,Kahire,Elektronik,Kulaklık,13,5291,29.52,Kurumsal
2023-06-25,Afrika,Nijerya,Lagos,Giyim,Tişört,3,345,13.51,Bireysel
2023-10-01,Kuzey Amerika,Meksika,Mexico City,Mobilya,Dolap,17,884,16.73,Bireysel
2023-01-24,Avrupa,Almanya,Berlin,Mobilya,Sandalye,7,210,25.25,KOBİ
2023-10-06,Güney Amerika,Arjantin,Buenos Aires,Giyim,Tişört,12,4836,9.18,Kurumsal
2023-05-29,Asya,Hindistan,Mumbai,Mobilya,Kitaplık,4,68,6.72,Bireysel
2023-07-15,Güney Amerika,Şili,Santiago,Elektronik,Telefon,14,1274,9.7,Kurumsal
2023-12-12,Asya,Hindistan,Mumbai,Mobilya,Kitaplık,17,4437,21.22,Kurumsal
2023-10-26,Asya,Çin,Pekin,Giyim,Tişört,7,1029,29.96,Kurumsal
2023-10-15,Kuzey Amerika,ABD,New York,Elektronik,Kulaklık,3,915,22.57,KOBİ
2023-12-07,Avrupa,İngiltere,Londra,Giyim,Pantolon,1,281,19.63,Kurumsal
2023-07-31,Afrika,Nijerya,Lagos,Giyim,Tişört,20,8420,5.53,Bireysel
2023-09-07,Kuzey Amerika,Kanada,Toronto,Elektronik,Tablet,19,1311,7.19,Kurumsal
2023-02-26,Kuzey Amerika,Kanada,Toronto,Giyim,Pantolon,5,2315,25.48,Bireysel
2023-06-02,Afrika,Nijerya,Lagos,Mobilya,Kitaplık,20,660,17.32,Kurumsal
2023-06-05,Afrika,Güney Afrika,Cape Town,Mobilya,Dolap,14,4564,8.06,Kurumsal
2023-03-01,Asya,Çin,Pekin,Elektronik,Telefon,14,672,27.41,KOBİ
2023-12-21,Asya,Çin,Pekin,Mobilya,Masa,19,9101,29.32,Kurumsal
2023-02-01,Güney Amerika,Brezilya,Sao Paulo,Elektronik,Telefon,19,4123,29.84,Bireysel
2023-05-17,Asya,Hindistan,Mumbai,Giyim,Tişört,17,6647,10.68,Kurumsal
2023-06-11,Güney Amerika,Şili,Santiago,Giyim,Ayakkabı,18,7812,6.48,KOBİ
2023-03-12,Afrika,Nijerya,Lagos,Mobilya,Dolap,9,3708,5.0,KOBİ
2023-08-07,Asya,Çin,Pekin,Giyim,Ceket,10,2100,24.57,Kurumsal
2023-09-17,Asya,Hindistan,Mumbai,Elektronik,Telefon,4,1340,13.94,Kurumsal
2023-12-17,Afrika,Güney Afrika,Cape Town,Mobilya,Dolap,14,4746,9.49,Kurumsal
2023-02-01,Güney Amerika,Şili,Santiago,Mobilya,Kitaplık,13,2236,8.22,KOBİ
2023-12-12,Güney Amerika,Şili,Santiago,Giyim,Tişört,9,1485,29.34,Bireysel
2023-01-09,Afrika,Mısır,Kahire,Mobilya,Dolap,1,395,26.65,KOBİ
2023-08-26,Asya,Hindistan,Mumbai,Elektronik,Tablet,13,728,7.5,KOBİ
2023-09-18,Kuzey Amerika,Meksika,Mexico City,Elektronik,Kulaklık,12,3852,18.76,Kurumsal
2023-04-06,Avrupa,Almanya,Berlin,Mobilya,Dolap,3,867,16.96,Kurumsal
2023-01-21,Güney Amerika,Brezilya,Sao Paulo,Giyim,Ceket,12,5184,20.14,Bireysel
2023-12-29,Avrupa,İngiltere,Londra,Giyim,Tişört,10,4750,8.64,Bireysel
2023-08-01,Güney Amerika,Arjantin,Buenos Aires,Giyim,Ceket,4,1852,28.19,Bireysel
2023-01-25,Kuzey Amerika,ABD,New York,Elektronik,Kulaklık,2,466,25.78,Bireysel
2023-10-31,Afrika,Güney Afrika,Cape Town,Giyim,Ayakkabı,7,1820,24.2,Kurumsal
2023-01-10,Güney Amerika,Brezilya,Sao Paulo,Mobilya,Dolap,7,861,6.43,Bireysel
2023-12-05,Avrupa,Almanya,Berlin,Elektronik,Kulaklık,1,407,29.75,KOBİ
2023-08-30,Afrika,Mısır,Kahire,Mobilya,Kitaplık,12,5100,20.53,Bireysel
2023-11-24,Afrika,Mısır,Kahire,Mobilya,Kitaplık,5,1585,17.26,Kurumsal
2023-07-10,Güney Amerika,Şili,Santiago,Elektronik,Laptop,19,5491,8.3,KOBİ
2023-12-10,Asya,Çin,Pekin,Giyim,Pantolon,14,686,6.69,KOBİ
2023-07-29,Avrupa,İngiltere,Londra,Elektronik,Tablet,2,340,23.21,Kurumsal
2023-08-30,Asya,Japonya,Tokyo,Giyim,Ceket,7,2289,5.72,KOBİ
2023-12-18,Asya,Hindistan,Mumbai,Mobilya,Sandalye,7,1512,7.85,Bireysel
2023-11-24,Kuzey Amerika,ABD,New York,Giyim,Pantolon,3,375,19.11,KOBİ
2023-02-03,Kuzey Amerika,Meksika,Mexico City,Giyim,Ayakkabı,19,1197,14.48,KOBİ
2023-08-31,Afrika,Güney Afrika,Cape Town,Giyim,Ayakkabı,20,260,28.0,KOBİ
2023-09-10,Avrupa,Fransa,Paris,Elektronik,Kulaklık,4,1992,20.24,KOBİ
2023-08-08,Afrika,Mısır,Kahire,Elektronik,Tablet,16,3568,9.06,Kurumsal
2023-01-25,Asya,Japonya,Tokyo,Elektronik,Laptop,18,7524,8.8,Kurumsal
2023-02-13,Afrika,Mısır,Kahire,Elektronik,Tablet,19,8645,19.31,Bireysel
2023-12-27,Afrika,Mısır,Kahire,Giyim,Ayakkabı,16,1888,17.93,Kurumsal
2023-05-14,Kuzey Amerika,Kanada,Toronto,Giyim,Ceket,4,948,27.62,Bireysel
2023-12-29,Asya,Hindistan,Mumbai,Mobilya,Sandalye,1,31,8.23,Kurumsal
2023-11-11,Asya,Hindistan,Mumbai,Elektronik,Kulaklık,8,3672,24.42,KOBİ
2023-01-28,Avrupa,İngiltere,Londra,Mobilya,Dolap,7,574,5.26,Kurumsal
2023-07-04,Avrupa,Almanya,Berlin,Elektronik,Laptop,10,3690,9.25,Bireysel
2023-07-14,Güney Amerika,Arjantin,Buenos Aires,Mobilya,Dolap,9,2223,29.88,KOBİ
2023-05-16,Afrika,Nijerya,Lagos,Mobilya,Kitaplık,10,4710,27.06,Bireysel
2023-01-07,Asya,Japonya,Tokyo,Elektronik,Kulaklık,20,8980,27.63,KOBİ
2023-01-01,Afrika,Güney Afrika,Cape Town,Elektronik,Tablet,12,3780,16.5,KOBİ
2023-11-30,Afrika,Nijerya,Lagos,Elektronik,Kulaklık,4,276,20.89,Bireysel
2023-01-19,Asya,Çin,Pekin,Giyim,Pantolon,16,5728,9.49,KOBİ
2023-07-22,Asya,Çin,Pekin,Mobilya,Kitaplık,8,2440,9.05,KOBİ
2023-11-28,Avrupa,İngiltere,Londra,Mobilya,Kitaplık,19,5111,26.46,Bireysel
2023-03-18,Asya,Japonya,Tokyo,Mobilya,Masa,14,4942,19.59,KOBİ
2023-06-27,Güney Amerika,Brezilya,Sao Paulo,Elektronik,Laptop,2,280,11.49,KOBİ
2023-10-11,Güney Amerika,Şili,Santiago,Mobilya,Masa,17,6766,16.09,Bireysel
2023-03-18,Afrika,Mısır,Kahire,Elektronik,Telefon,3,726,9.51,Kurumsal
2023-09-15,Asya,Japonya,Tokyo,Elektronik,Telefon,12,228,22.39,Kurumsal
2023-07-10,Afrika,Güney Afrika,Cape Town,Elektronik,Kulaklık,15,6555,8.93,Kurumsal
2023-05-05,Kuzey Amerika,Kanada,Toronto,Giyim,Pantolon,4,772,21.47,Bireysel
2023-04-19,Asya,Çin,Pekin,Mobilya,Sandalye,14,3080,12.22,KOBİ
2023-08-28,Afrika,Nijerya,Lagos,Mobilya,Sandalye,15,900,27.98,Kurumsal
2023-12-26,Güney Amerika,Arjantin,Buenos Aires,Giyim,Pantolon,9,990,21.74,Kurumsal
2023-07-28,Kuzey Amerika,ABD,New York,Giyim,Tişört,5,1215,29.03,Kurumsal
2023-07-31,Asya,Çin,Pekin,Elektronik,Kulaklık,13,6136,17.32,Bireysel
2023-09-06,Asya,Japonya,Tokyo,Elektronik,Laptop,11,5335,27.86,KOBİ
2023-06-03,Asya,Japonya,Tokyo,Giyim,Pantolon,5,2040,25.02,Kurumsal
2023-02-24,Asya,Hindistan,Mumbai,Mobilya,Sandalye,13,1014,20.96,Bireysel
2023-07-06,Asya,Çin,Pekin,Mobilya,Masa,20,7260,23.24,KOBİ
2023-11-17,Güney Amerika,Arjantin,Buenos Aires,Giyim,Ayakkabı,13,6357,10.66,KOBİ
2023-05-30,Avrupa,Almanya,Berlin,Mobilya,Masa,1,394,17.24,Kurumsal
2023-09-30,Güney Amerika,Brezilya,Sao Paulo,Mobilya,Sandalye,18,3042,27.02,KOBİ
2023-03-21,Asya,Çin,Pekin,Giyim,Ayakkabı,10,190,10.99,Bireysel
2023-01-26,Asya,Japonya,Tokyo,Elektronik,Tablet,6,516,13.43,Kurumsal
2023-05-07,Asya,Japonya,Tokyo,Giyim,Tişört,11,4444,9.84,Bireysel
2023-04-08,Asya,Japonya,Tokyo,Mobilya,Sandalye,1,192,29.76,KOBİ
2023-02-07,Avrupa,İngiltere,Londra,Mobilya,Sandalye,2,944,19.37,Kurumsal
2023-12-14,Güney Amerika,Brezilya,Sao Paulo,Mobilya,Sandalye,17,1870,8.62,KOBİ
2023-09-29,Afrika,Nijerya,Lagos,Mobilya,Sandalye,3,1380,16.52,KOBİ
2023-06-15,Afrika,Mısır,Kahire,Mobilya,Sandalye,13,4420,26.78,KOBİ
2023-07-07,Afrika,Nijerya,Lagos,Elektronik,Kulaklık,2,34,18.38,Bireysel
2023-06-15,Afrika,Nijerya,Lagos,Mobilya,Kitaplık,5,2225,26.61,Kurumsal
2023-03-06,Avrupa,Fransa,Paris,Giyim,Ceket,11,3366,22.03,Kurumsal
2023-03-04,Güney Amerika,Şili,Santiago,Elektronik,Laptop,3,243,18.19,Kurumsal
2023-07-26,Kuzey Amerika,Meksika,Mexico City,Mobilya,Dolap,17,6052,19.9,Bireysel
2023-09-12,Kuzey Amerika,Meksika,Mexico City,Giyim,Pantolon,17,3655,26.06,KOBİ
2023-08-21,Güney Amerika,Brezilya,Sao Paulo,Elektronik,Kulaklık,3,477,18.95,Kurumsal
2023-09-17,Afrika,Mısır,Kahire,Elektronik,Tablet,9,819,5.63,Kurumsal
2023-07-20,Asya,Çin,Pekin,Elektronik,Laptop,1,429,13.45,Kurumsal
2023-09-15,Avrupa,Fransa,Paris,Giyim,Ayakkabı,10,520,10.24,KOBİ
2023-12-17,Avrupa,Fransa,Paris,Elektronik,Telefon,13,1651,16.63,Bireysel
2023-02-13,Güney Amerika,Arjantin,Buenos Aires,Giyim,Pantolon,16,5232,8.32,Bireysel
2023-04-18,Kuzey Amerika,Kanada,Toronto,Mobilya,Kitaplık,5,535,7.1,KOBİ
2023-06-17,Afrika,Güney Afrika,Cape Town,Mobilya,Masa,5,2355,7.45,Kurumsal
2023-01-19,Kuzey Amerika,Meksika,Mexico City,Mobilya,Kitaplık,16,416,7.5,Bireysel
2023-11-12,Afrika,Güney Afrika,Cape Town,Mobilya,Masa,20,3380,17.74,Bireysel
2023-02-08,Kuzey Amerika,ABD,New York,Giyim,Ayakkabı,4,1444,12.86,Kurumsal
2023-06-06,Afrika,Güney Afrika,Cape Town,Elektronik,Kulaklık,18,6660,21.94,Kurumsal
2023-10-01,Güney Amerika,Arjantin,Buenos Aires,Giyim,Tişört,7,1232,23.91,Kurumsal
2023-09-17,Avrupa,Fransa,Paris,Giyim,Ayakkabı,3,429,27.46,KOBİ
2023-05-29,Afrika,Güney Afrika,Cape Town,Elektronik,Kulaklık,20,6000,18.44,Bireysel
2023-04-18,Kuzey Amerika,ABD,New York,Giyim,Pantolon,1,286,29.42,Bireysel
2023-03-31,Güney Amerika,Arjantin,Buenos Aires,Elektronik,Telefon,15,5250,16.55,KOBİ
2023-11-12,Afrika,Mısır,Kahire,Giyim,Ayakkabı,13,338,16.87,Bireysel
2023-08-10,Kuzey Amerika,ABD,New York,Elektronik,Kulaklık,14,1904,22.41,Bireysel
2023-11-07,Avrupa,Almanya,Berlin,Mobilya,Dolap,6,78,20.79,Bireysel
2023-07-31,Asya,Çin,Pekin,Mobilya,Kitaplık,3,792,20.23,Bireysel
2023-01-26,Afrika,Nijerya,Lagos,Mobilya,Masa,16,1264,28.65,Kurumsal
2023-03-21,Asya,Çin,Pekin,Elektronik,Tablet,11,2497,7.66,Kurumsal
2023-04-28,Afrika,Güney Afrika,Cape Town,Elektronik,Telefon,14,3164,6.71,KOBİ
2023-11-30,Avrupa,İngiltere,Londra,Mobilya,Kitaplık,10,3550,20.72,Kurumsal
2023-02-04,Asya,Çin,Pekin,Elektronik,Kulaklık,5,1870,25.28,Kurumsal
2023-10-02,Kuzey Amerika,Meksika,Mexico City,Giyim,Ayakkabı,18,7938,20.4,Bireysel
2023-07-25,Avrupa,Fransa,Paris,Giyim,Ceket,1,346,26.47,Bireysel
2023-06-10,Asya,Japonya,Tokyo,Mobilya,Dolap,1,16,27.78,Bireysel
2023-09-07,Asya,Hindistan,Mumbai,Giyim,Tişört,3,1335,12.03,Kurumsal
2023-07-04,Güney Amerika,Arjantin,Buenos Aires,Mobilya,Sandalye,10,3990,15.8,Bireysel
2023-05-31,Afrika,Nijerya,Lagos,Giyim,Ayakkabı,10,2920,20.22,Bireysel
2023-06-18,Afrika,Mısır,Kahire,Mobilya,Sandalye,12,1872,27.28,Bireysel
2023-11-11,Afrika,Nijerya,Lagos,Elektronik,Tablet,19,4294,20.16,Bireysel
2023-09-25,Asya,Çin,Pekin,Mobilya,Sandalye,17,6222,18.56,KOBİ
2023-05-31,Avrupa,İngiltere,Londra,Mobilya,Dolap,15,2955,5.15,Bireysel
2023-08-20,Kuzey Amerika,Meksika,Mexico City,Elektronik,Telefon,16,3936,7.96,Bireysel
2023-05-24,Güney Amerika,Brezilya,Sao Paulo,Mobilya,Kitaplık,6,1554,12.87,Kurumsal
2023-02-20,Asya,Hindistan,Mumbai,Mobilya,Masa,3,1464,23.35,Bireysel
2023-04-29,Kuzey Amerika,Meksika,Mexico City,Mobilya,Kitaplık,19,5757,9.79,Kurumsal
2023-02-16,Avrupa,Almanya,Berlin,Giyim,Tişört,6,1758,28.69,KOBİ
2023-02-13,Afrika,Güney Afrika,Cape Town,Elektronik,Kulaklık,3,36,22.18,KOBİ
2023-08-13,Kuzey Amerika,Meksika,Mexico City,Giyim,Pantolon,10,3450,25.19,Bireysel
2023-04-15,Afrika,Mısır,Kahire,Giyim,Pantolon,10,1860,27.73,Kurumsal
2023-11-12,Kuzey Amerika,Meksika,Mexico City,Mobilya,Sandalye,8,784,12.67,KOBİ
2023-07-27,Güney Amerika,Şili,Santiago,Mobilya,Dolap,6,1794,12.29,Bireysel
2023-06-05,Asya,Hindistan,Mumbai,Mobilya,Dolap,2,790,7.95,KOBİ
